,tweet_text,sentiment,query_used,nome
13087,eu to tao triste q nao vou ter como votar por causa da viagem  me perdoa haddad i have failed you,Negativo,haddad :(,haddad
13088,"pior que e, mas tem que torcer para os votos do antipetismo nao ir parar tudo no bolsonaro",Negativo,bolsonaro :(,bolsonaro
13089,o haddad pode te matar de fome,Positivo,haddad :),haddad
13090,to ficando muito ansiosa pra essa eleicao eu so queria que o ciro ganhasse,Negativo,ciro :(,ciro
13091,"eles sao pateticos e podiam ate se juntar com ciro, pra impedir o coiso. eles vao perder no primeiro turno",Negativo,ciro :(,ciro
13092,"o bozo subiu pra 32% e o ciro continua em 11% nao da mais gente, infelizmente e isso  e eu to muito triste e mal",Negativo,ciro :(,ciro
13093,eu ja queria ter 16 pra poder votar no ciro,Negativo,ciro :(,ciro
13094,"uma chapa ciro presidente e haddad vice seria lindo, e de quebra abriria espaco para a chapa boulos/manu, que seria outra foda! o pt nao quer sair do topo, e com isso acaba atrapalhando o role de todos. falta muita humildade politca para o partido",Negativo,boulos :(,boulos
13095,ele e a minha segunda hahahaha mas infelizmente a primeira (boulos) nao vai dar mesmo,Negativo,boulos :(,boulos
13096,edai q vc e bonita eu voto no ciro,Positivo,ciro :),ciro
13097,"e, eu tava pensando sobre votar no ciro  vou pesquisar mais sobre os 2. obrigadaaaa",Positivo,ciro :),ciro
13098,"gracas ao bom deus e ao povo sensato do brasil ciro gomes nao chega no segundo turno, nem com essa campanha mesquinha de suposta unica salvacao contra bozonazi.  beijos no core da katia abreu, ja desmatou a amazonia hoje, querida?",Positivo,ciro :),ciro
13099,melhor votar no ciro....,Positivo,ciro :),ciro
13100,"semana de eleicao, gostaria de assumir publicamente meu voto, apesar de muitos ja saberem. vou votar em ciro, 12. mas independente de quem ganhar, seja logo no 1deg ou so no 2deg turno, so quero que tudo de certo no nosso pais. entao e isso, paz e boas eleicoes.",Positivo,ciro :),ciro
13101,"katia abreu tem tanto respaldo que o ciro esta em terceiro/quarto no tocantins, seu estado eleitoral, que a rejeita veemente, falo com propriedade pq tbm sou do estado.",Positivo,ciro :),ciro
13102,"eu curto o eduardo jorge e a marina, queria q ela fosse eleita presidente",Negativo,marina :(,marina
13103,mas ai o aecio e marina tavam com % proximas. nao e o caso do haddad e ciro,Negativo,marina :(,marina
13104,eu continuo na marina. daqui a pouco so eu vou votar nela...,Negativo,marina :(,marina
13105,capital privado e estrangeiro pode nos proporcionar coisas como o desastre de marina e de sobre ver a empresa nao se fuder nem um pouco,Positivo,marina :),marina
13106,"faz, sim, ele deixa claro que nao vai haver um centimetro de terra demarcada para os indigenas.",Negativo,haddad :(,haddad
13107,infelizmente isso e vdd  eu tava querendo dizer conversar com aqueles q ainda n decidiram ou tipo vao votar no haddad por achar q ele tem mais chances contra o coiso quando na vdd n e bem assim,Negativo,haddad :(,haddad
13108,ciro nao tem chance. veja a porcentagem dele. apoie bolsonaro ou ser a governada por haddad  pt nao da mais,Negativo,haddad :(,haddad
13109,"ai que triste amor  mas te entendo, parte da minha familia vai votar nele se 2o turno for o coiso e haddad",Negativo,haddad :(,haddad
13110,o haddad n ganha do coiso no 2o turno,Negativo,haddad :(,haddad
13111,"a minha sogra apoia o bolsonaro eu to muito decepcionada, so quero chorar pq ela e uma pessoa incrivel",Negativo,bolsonaro :(,bolsonaro
13112,"se o seu problema e o pt, vota em  que ele ganha do haddad. se o seu problema e o bolsonazi, vota em  que ele derruba o coiso com facilidade. via angelo mongiovi",Positivo,haddad :),haddad
13113,mas af quero votar em ciro,Negativo,ciro :(,ciro
13114,"sim, mas tem muita diferenca no valor final de agora, fascismo e pa. a outra ""nao tinha tanto"" ate pq foi o projeto da direita de um jeito ou de outro e comecou quase tudo que ta rolando agora  nao vou conseguir votar no luladdad nem no ciro/katia pq ambos nao me descem meeesmo",Negativo,ciro :(,ciro
13115,na vdd eh muito simples um ganha no 2do turno e o outro n ganha eh so levar ao 2do turno o 1ro q eh oq ganha e q eh o ciro,Positivo,ciro :),ciro
13116,"a gente ta deixando o trabalho para os eleitores do ciro , kkkkkk mas sim estamos atacando o pt tambem",Positivo,ciro :),ciro
13117,mulherrrr vota no ciro,Negativo,ciro :(,ciro
13118,"eu, minha avo, minha mae e meu tio vamos votar ciro. com nossos votos ele pode contar",Positivo,ciro :),ciro
13119,"ciro reconhece que tem temperamento forte e tenta se policiar/controlar. ele sempre esta querendo oferecer o seu melhor, de uma chance",Positivo,ciro :),ciro
13120,"meu amor, o ciro se diz de esquerda. e so pesquisar  bjss e vote consciente!",Positivo,ciro :),ciro
13121,"o ciro ainda tem projetos excelentes como a paridade das mulheres na politica, protecao aos animais, descriminalizacao do aborto &am maconha e pro lgbt pode nao ser tudo que tu quer, mas e um cenario muito melhor do que poderiamos estar sendo forcados a aderir",Positivo,ciro :),ciro
13122,primeiramente vai tomar no olho do seu  segundamente vai pra pqp terceramente vote no ciro,Positivo,ciro :),ciro
13123,sim mermao nao entendo pqq todo mundo caga p marina,Negativo,marina :(,marina
13124,queria tanto que a marina tivesse chances nessa eleicao,Negativo,marina :(,marina
13125,"nao e so fe e positivismo... ate poderia, faz bem a bessa!!!  ) mas e dar o espaco realmente merecido a ""ciencia"" de instituto de pesquisas nas terras da jabuticaba! nao da pra desanimar com instituto que deu marina vencendo dilma.... rsrs",Positivo,marina :),marina
13126,"loooooogico! felizona, de vermelho e faixinha na cabeca! (o vermelho e faixinha e mentira pq eu sou medrosa, mas o felizona e verdade). e queria muito ir de haddad no primeiro, mas eu to com muito medo",Negativo,haddad :(,haddad
13127,pesquisa   esse era meu medo quando eu alertava pro perigo de  e  no 2o turno antipetismo esta tao grande que vai acabar elegendo um fascista. ninguem vai sair ganhando desse confronto.,Negativo,haddad :(,haddad
13128,caramba a rejeicao de haddad subiu para 41%,Negativo,haddad :(,haddad
13129,"eu so tenho que dar risada de voce senhora, sua falta de intelectualidade prejudica nossa sociedade",Negativo,haddad :(,haddad
13130,material haddad entregue aos meus apoiadores em tempo record. faltou a,Negativo,haddad :(,haddad
13131,to ficando com medo real do crescimento do haddad  nao queria ter que escolher entre pt e bolsonaro pqp,Negativo,haddad :(,haddad
13132,"ja desistir de conseguir votos para o bolsonaro, todos que conheco vai votar nele",Negativo,bolsonaro :(,bolsonaro
13133,"como o ciro disse, so demos visibilidade e nao uma solucao",Negativo,ciro :(,ciro
13134,e eu so queria ja ter 16 anos para poder votar no princeso ciro,Negativo,ciro :(,ciro
13135,ue eu posso dizer a mesma coisa sobre quem vota no ciro  (e eu abomino os programas conciliatorios do pt!!!),Positivo,ciro :),ciro
13137,finge que o teto do ciro nao e 10% e prega o voto util contra quem tem o dobro nas pesquisas. fe! acho que da!,Positivo,ciro :),ciro
13139,"se todo mundo contra o bostonaro se unisse, o ciro levava no 1deg turno. e olha que nao concordo com 100% do governo ciro, mas hoje, ele e o melhor para o brasil. pelo discurso, pelo plano, por nao ser pt e nao ser 17. fica ai a reflexao, bom dia",Positivo,ciro :),ciro
13140,por favor haddad nao repita o seu resultado bem mediano do ultimo debate,Negativo,haddad :(,haddad
13141,convence as pessoas a votarem no ciro pra nao ter haddad no segundo turno  quero fascista ganhando nao,Negativo,haddad :(,haddad
13142,jair bolsonaro (psl 31% fernando haddad (pt 21% ciro gomes (pdt 11% --,Negativo,haddad :(,haddad
13143,eu vejo td mundo falando q os pais vao votar no bozo e eu aq c o meu pai indo votar no ciro,Positivo,ciro :),ciro
13144,"gente cs tao ligado que br n entra em guerra? e que gastou r$ 81,5 bi com execito em 2015 ne? entao bbs ciro games tem no plano de governo incentivar o exercito a produzir tecnologia de guerra e desenvolver esse tipo de coisa pode dar bom pra civis tipo foi com gps",Positivo,ciro :),ciro
13145,pq quer votar no ciro? -- pq ele vence o bozo de lavada no 2o turno e nao e do pt,Positivo,ciro :),ciro
13146,"hm vc e anti pt entendo entendo, eu sou petista entao ne nao tenho mt o que fazer pq nada ira mudar seu jeito de pensar mas hm ciro e preparado mesmo mass nao voto nele por diversos motivos e por ter katia abreu como vice  massss isso e opiniao e democracia entao ne",Positivo,ciro :),ciro
13147,agua marina,Negativo,marina :(,marina
13148,hauahauahau vou votar nele msm.. tava na duvida pq queria votar na marina  mas ela n tem chance,Negativo,marina :(,marina
13149,"e isso, pessoal  com profunda tristeza admito n vai rolar manter a firmeza de voto na  esse ano. precisamos colocar alguem que nao o pt pra bater no bozo. desculpa marina querida. espero que entenda e vc sempre sera minha melhor opcao &lt3",Negativo,marina :(,marina
13150,"largou a candidatura, pra ser vice do macho alfa. se vc quer tanto isso, pq n se uniram cm o movimento feminista para votar na marina ? assim ajudaria uma mulher cm o emprego de presidente do br.",Positivo,marina :),marina
13151,antipetismo pode dar o mandato pro facista!  ciro ta ajudando com isso! pq ta querendo angariar os votos do haddad... batendo com criticas ao pt. ta foda gente. vamo ter um pouco de nocao e vamos parar de brigar nessa altura do campeonato.,Negativo,haddad :(,haddad
13152,"to tao chateada com essa eleicao presidencial... se o bozo nao ganhar logo de cara, quem vai pro segundo turno com ele e haddad e nisso quem nao quer pt vai votar no bozo  vai dar ruimmmmmm acorda brasil",Negativo,haddad :(,haddad
13153,"pelo amor de deus se vc n for pro segundo turno pede a galera pra votar no haddad, salnorabo nao   pelo amor de deus se vc n for pro segundo turno pede a galera pra votar no ciro, salnorabo nao  eu sou eh ciroddad",Negativo,haddad :(,haddad
13154,"nao mudem o voto do ciro pro haddad, por favor! vamos tentar coloca-lo no segundo turno",Negativo,haddad :(,haddad
13155,e amigos infelizmente o bolsonaro vai ganhar,Negativo,bolsonaro :(,bolsonaro
13156,esta muito afiada e tendo um desempenho sensacional no debate das vices. nao da pra trocar o haddad por ela no debate da globo dia 4?,Positivo,haddad :),haddad
13157,uma resposta de brincadeirinha atriz da globo fazendo video anti bolsonaro. eu se fosse o haddad pedia para a fernanda montenegro o ato de abnegacao de fazer um video pro bolsonaro,Positivo,haddad :),haddad
13158,sera que meu ciro 2o turno ta vivo?,Negativo,ciro :(,ciro
13159,se o ciro nao ganhar vai ser tipo o brasil na copa,Negativo,ciro :(,ciro
13160,eu quero ciro gomes no poder kk q saco,Negativo,ciro :(,ciro
13161,"imagina vc votar no ciro, pq acha que vai ficar rica... ciro... rica.... cirorica... vao gozar e parem de encher o saco",Positivo,ciro :),ciro
13162,"a  e muito melhor que o ciro. da ate vontade de votar por ela, mais ponderada - a gente ate esquece que e rainha da bancada ruralista. mas foi bonito o debate. fico muito feliz em saber que ela mudou alguns posicionamentos e se mostra muito mais disponivel",Positivo,ciro :),ciro
13164,"pq pt no segundo turno, elege o bonoro / ciro e, com certeza, o menos pior pra governar o brasil. venha conosco, gonca",Positivo,ciro :),ciro
13165,"""qualquer ato de violencia deve ser banido da linguagem da politica..."" exceto os de ciro gomes, pois ele pode ser homofobico, racista, machista e ninguem se importa",Positivo,ciro :),ciro
13166,pra ver bolsonaro com 30% e haddad estagnado?,Negativo,haddad :(,haddad
13167,sua revolta e valida e o choro e livre.  isso e democracia. mas que ele vai ganhar no 1deg turno... ele vai.,Positivo,#bolsonaroamordobrasil :),bolsonaro
13168,"mesmo se nao for no 1o, o bolsonaro 32% !!! vai ser no segundo ~~ segundo turno bolsonaro 44% x 42% haddad",Positivo,#somosbolsonaro17 :),bolsonaro
13169,"meu, posso dizer que to na mesma! pode ser que eu ainda troque para ciro de ultima hora, dependendo do que acontecer nos proximos dias. triste falar isso porque e praticamente um voto de conveniencia.",Negativo,ciro :(,ciro
13170,mas o ciro e legal,Negativo,ciro :(,ciro
13171,meu amigo gay nao acredita que bolsonaro e homofobico e machista e disse que o ele nao e movimento da globo contra ele,Negativo,bolsonaro :(,bolsonaro
13172,"grupo dos lgbt contra bolsonaro ta rachadissimo no facebook, muita tristeza, infelizmente nao e so o pt o que tem sede do poder, mas curiosamente seus eleitores tb",Negativo,bolsonaro :(,bolsonaro
13173,e ainda tem pobre achando q o governo dele vai ser bom para o trabalhador &gt,Negativo,bolsonaro :(,bolsonaro
13174,"ver o bolsonaro crescendo nas pesquisas 6 dias antes das eleicoes te da vontade de desistir e perder a fe na humanidade?  -- eu fico triste demais, de verdade.",Negativo,bolsonaro :(,bolsonaro
13175,"""organizadora de grupo 'mulheres unidas contra bolsonaro' e agredida e roubada""",Negativo,bolsonaro :(,bolsonaro
13176,"tem dois tipos de pessoas pra mim pessoas que nao votam no bolsonaro em hipotese nenhuma pessoas que ""ah mas se for com fulano eu vou de bolsonaro """,Negativo,bolsonaro :(,bolsonaro
13177,os casos de pessoas realmente se defendendo vai ser mt menor das merdas que vai dar kkkkk o proprio bolsonaro ja foi roubado e levaram ate a arma. acho que vai abrir mt chance de ter casos tipo daquele pm de camboriu que matou a mulher e filho por nao aceitar a separacao,Negativo,bolsonaro :(,bolsonaro
13178,"ai sim, se o bolsonaro ganhar vai ser foda voltar  que merda meu, um pais tao lindo como o brasil sendo estragado cada vez mais pela politica",Negativo,bolsonaro :(,bolsonaro
13179,"um amigo meu me deu um panfleto falando mal do bolsonaro no meio da aula, dai a professora so leu ""bolsonaro"" e disse q na aula dela n era permitido isso e agr todo mundo deve achar q eu sou bolsominio",Negativo,bolsonaro :(,bolsonaro
13180,"e muito frustrante pq essa esquerda nao consegue conversar com o povo, fica num academicismo elitista que nao atinge as periferias, os pobres, os trabalhadores. bolsonaro ta ai pra provar isso. a gente falhou e continua falhando",Negativo,bolsonaro :(,bolsonaro
13181,"a comparacao de chavez com bolsonaro pode ser eficiente pra persuadir eleitores dele, mas me ofende como fa do hugo que foi muito bom estadista",Negativo,bolsonaro :(,bolsonaro
13182,"queria ta falando mal do bolsonaro junto com o @ que eu gosto, mas ele nao me quis",Negativo,bolsonaro :(,bolsonaro
13183,"que pena que n posso votar no meu unico senador  se o rio eleger aquele safado e n o flavio, pq sao burros.     campanha de bolsonaro",Negativo,bolsonaro :(,bolsonaro
13184,"sim, o medo e esse. eu sei que o odio contra o pt deve ser maior que o odio contra o bolodemilho. quero votar no ciro pra nao passar esse medo no segundo turno",Negativo,ciro :(,ciro
13185,bolsonaro vai ficar sem meu voto,Negativo,bolsonaro :(,bolsonaro
13186,"queria fazer uma enquete no meu instagram pra saber quem vai votar no bolsonaro pra eu poder bloquear e nem olhar na cara quando passar perto na rua, mas no meu ig normal nao da",Negativo,bolsonaro :(,bolsonaro
13187,"querendo chamar uma pessoa pra ir na manifestacao contra o bolsonaro,mas n sei se ela iria cmg",Negativo,bolsonaro :(,bolsonaro
13188,"doi falar isso, mas realmente acho q o bolsonaro ganha as eleicoes",Negativo,bolsonaro :(,bolsonaro
13189,o bolsonaro aumentou 3% nesse final de semana,Negativo,bolsonaro :(,bolsonaro
13190,"vc e tao linda, pq vota no bolsonaro?  -- eu jamais votaria ne",Negativo,bolsonaro :(,bolsonaro
13191,"minha vozinha consciente de quase 90 anos disse que ta torcendo pro bolsonaro ganhar, nao quer o pt ganhando, pena que ela nao vota mais",Negativo,bolsonaro :(,bolsonaro
13192,e assim morrem as democracias,Negativo,bolsonaro :(,bolsonaro
13193,"bolsonaro tambem pode ser o thanos. expoe uma moral distorcida para resolver os problemas sociais, angariou seguidores cegos que nao questionam seus atos, todo mundo que tem superpoderes tenta dete-lo e, se vencer, vai ter poder pra exterminar metade da humanidade",Negativo,bolsonaro :(,bolsonaro
13194,"acabei de ver uma senhora negra, provavelmente, sem estudo algum entregando panfletos a favor do bolsonaro! certeza que ela nao sabe nem quem e ele...",Negativo,bolsonaro :(,bolsonaro
13195,contra bolsonaro e pt. pelo menos eu to nessas ze,Negativo,bolsonaro :(,bolsonaro
13196,um sonho. meu pai vai votar no bolsonaro,Negativo,bolsonaro :(,bolsonaro
13197,pena que pela campanha focada no bolsonaro nao vao chegar la,Negativo,bolsonaro :(,bolsonaro
13198,"99% das pessoas que eu conheco votam no bolsonaro, inacreditavel",Negativo,bolsonaro :(,bolsonaro
13199,"mas nao faz sentido a pesquisa ser fraudada a favor do bolso, ele ta liderando intencao de voto e rejeicao / fora que a midia em geral esta contra o bolsonaro, nao acho q eles fraudariam a favor dele infelizmente acho que e essa mesma a realidade do pais",Negativo,bolsonaro :(,bolsonaro
13200,e numa dessas que sabemos exatamente quem foram os pais do golpe,Positivo,@alvarodias_ :),alvaro
13201,tambem acho! entao aceite o meu conselho e nunca faca filhos! podera envelhecer fazendo qq porcaria pela eternidade,Positivo,@alvarodias_ :),alvaro
13202,que pena ver a senadora na sua pagina,Negativo,@geraldoalckmin :(,alckmin
13203,"pois e, queria muito que ela ganhasse",Negativo,@marinasilva :(,marina
13204,tens quantos anos?,Negativo,@marinasilva :(,marina
13205,"e imagem invertida! sou  ate debaixo de agua, mas isso e fake!",Negativo,@jairbolsonaro :(,bolsonaro
13206,"ei... por favor, lives sempre youtube. o face nao notifica so vi agora e por outros canais ...",Negativo,@jairbolsonaro :(,bolsonaro
13207,acho que voce vai aguardar sentado...,Negativo,@jairbolsonaro :(,bolsonaro
13208,"fiquei sabendo que tiraram cerca de 20 kgs de areia do c* do  , e que ele nao conseguiu a receita do rivotril.  portanto, esperem o corone surtando ate o proximo fim de semana.",Negativo,@jairbolsonaro :(,bolsonaro
13209,poxa  pq nao me nota...,Negativo,@jairbolsonaro :(,bolsonaro
13210,pena que o  e o  nao fizeram uma chapa juntos  seria imbativel contra essa bandidagem da esquerda.,Negativo,@jairbolsonaro :(,bolsonaro
13211,"desculpa amor, minha lgbt precisava de mim",Negativo,@jairbolsonaro :(,bolsonaro
13212,em pe nao vai ter,Negativo,@jairbolsonaro :(,bolsonaro
13213,esse e o meu pais,Negativo,@jairbolsonaro :(,bolsonaro
13214,"nao e assim, mas nao sei se eu convenceria do contrario.",Negativo,@jairbolsonaro :(,bolsonaro
13215,"cara e serio, por mais frustrante que seja. a unica forma de voce vir e se estabelecer legalmente aqui e via visto eb5 investindo us$ 500k em um centro regional ou e2 abrindo um negocio ou franquia (us$ 100k +). e2 so para quem tem certas cidadanias, como italiana por exemplo",Negativo,@jairbolsonaro :(,bolsonaro
13216,ele nao vai fazer nada que o aecio e teu partido fizeram. e gente do teu partido mesmo disse que ja se arrependeu de nao ter aceitado o resultado,Positivo,@geraldoalckmin :),alckmin
13217,chora nao b17,Positivo,@geraldoalckmin :),alckmin
13218,"verdade, talvez inspetor de escola. parece que e chegado numa merenda",Positivo,@geraldoalckmin :),alckmin
13219,"eu tb votei , o brasil votou",Negativo,@geraldoalckmin :(,alckmin
13220,onde eu voto tbm nao tem  tem que ir no menos pior,Negativo,@geraldoalckmin :(,alckmin
13221,eh serio q vc nao informou que horas vai ser a merenda,Negativo,@geraldoalckmin :(,alckmin
13222,atitude de  e psdb me enoja !!! me arrependo de cada voto que dei a eles,Negativo,@geraldoalckmin :(,alckmin
13223,depois das declaracoes que sairam hoje no estadao? nao vejo nenhuma,Negativo,@marinasilva :(,marina
13224,"o minha linda. vai almocar, por favor... ta abatida",Negativo,@marinasilva :(,marina
13225,qual foi? eu to no onibus,Negativo,@marinasilva :(,marina
13226,eu tambem quero,Negativo,@marinasilva :(,marina
13227,se depender do curriculo dele...,Negativo,@jairbolsonaro :(,bolsonaro
13228,governadora que vc nao votaria,Negativo,@jairbolsonaro :(,bolsonaro
13229,bolivia mesma coisa,Negativo,@jairbolsonaro :(,bolsonaro
13230,e eu nao tenho face,Negativo,@jairbolsonaro :(,bolsonaro
13231,nada. desculpado bb,Negativo,@jairbolsonaro :(,bolsonaro
13232,apoio o joinha mas vc romano esta com cara de triste,Negativo,@jairbolsonaro :(,bolsonaro
13233,ta foda mesmo,Negativo,@jairbolsonaro :(,bolsonaro
13234,"vou sair das  com mais raiva do  por culpa dele, vou acabar votando 13 no segundo turno. nao voto pt desde 2004! nunca pensei que votaria pelo 'mal menor'.",Negativo,@jairbolsonaro :(,bolsonaro
13235,que realidade triste!!,Negativo,@jairbolsonaro :(,bolsonaro
13237,"sim! eu nao sigo religiao e me identifiquei muito aqui, achei que era um lugar que abracava todas as crencas que envolvessem amor, entendimento e elevacao. nao se trata de esquerda ou direita, se trata de compreensao e amor ao proximo. triste",Negativo,@jairbolsonaro :(,bolsonaro
13238,essa eleicao so nao esta melhor pq ta acontecendo no brasil e no final ta todo mundo ferrado,Negativo,@jairbolsonaro :(,bolsonaro
13239,"eu odeio o mourao !!! o pior vice que o  poderia ter escolhido !! queria muito a  , pena que nao foi possivel",Negativo,@jairbolsonaro :(,bolsonaro
13240,"caramba, o  ainda esta muito debilitado",Negativo,@jairbolsonaro :(,bolsonaro
13241,queria que o  viesse fazer campanha por aqui  aqui a peixeira e maior. &lt3,Negativo,@jairbolsonaro :(,bolsonaro
13242,mas o que?! porra.. como o tempo voa...,Negativo,@jairbolsonaro :(,bolsonaro
13243,"caramba  sinto por sua mae tambem. mas e como falei, o pulso firme sozinho nao adianta. e so voce olhar o noticiario policial todo santo dia morre um monte de bandidos, mas a situacao continua a mesma. e por que isso acontece? porque estao sempre recrutando mais.",Negativo,@jairbolsonaro :(,bolsonaro
13244,fiquei sem palavras... emocionante  kkk,Negativo,@jairbolsonaro :(,bolsonaro
13245,"nao era pra ter entrado nesse barco, senadora.  uma pena a sra fora da politica esses anos...",Negativo,@geraldoalckmin :(,alckmin
13246,eu vi,Negativo,@marinasilva :(,marina
13247,queria esses videos para postar no instagram.,Negativo,@marinasilva :(,marina
13248,"e triste demais  e esse pessoal fica brigando de # ""elenao"" e olha o caos que estamos vivendo",Negativo,@jairbolsonaro :(,bolsonaro
13249,"e ai, como foi a live do  no facebook? sai da faculdade agora a pouco e perdi",Negativo,@jairbolsonaro :(,bolsonaro
13250,tenho nao,Negativo,@jairbolsonaro :(,bolsonaro
13251,mt.longe mas torco por voce!!!,Negativo,@jairbolsonaro :(,bolsonaro
13252,"com certeza, com o tipo de ideologias que ela se afina nao ha espacos para tal atitude.",Negativo,@jairbolsonaro :(,bolsonaro
13253,jornalismo do brasil morreu,Negativo,@jairbolsonaro :(,bolsonaro
13254,"forca a empresaria, tadinha da icone",Negativo,@jairbolsonaro :(,bolsonaro
13255,"sim, ele e daq do rio, mas nunca foi governador nem prefeito, nao adianta culpar ele pela seguranca. o rj e mt grato a ele, tanto q ele lidera aq com 37%  e ele tbm lidera em sp com 33%, na terra do merenda",Positivo,@geraldoalckmin :),alckmin
13256,tem uma pegadinha nessa eleicao. se vc votar no  do  vc corre o risco enorme de eleger o  do  . cuidado!,Positivo,@geraldoalckmin :),alckmin
13257,se as mulheres tiverem de dieta e bom. vc come a merenda delas,Positivo,@geraldoalckmin :),alckmin
13258,estou apioando desde de 2016.,Positivo,@geraldoalckmin :),alckmin
13259,cara voce e rapido  ahdhahdhahasdhfahsdfhasdf,Positivo,@geraldoalckmin :),alckmin
13260,obrigada pelo apoio!,Positivo,@cirogomes :),ciro
13261,so queria saber que horas vai ser a merenda,Negativo,@geraldoalckmin :(,alckmin
13262,pessimo,Negativo,@marinasilva :(,marina
13263,"se seu fudido, ajuda ai? coloca dica de mais dois, pois estou na mesma que vc",Negativo,@jairbolsonaro :(,bolsonaro
13264,"nao fica choroso ja estagnou, so sobe em rejeicao mesmo poxa",Negativo,@jairbolsonaro :(,bolsonaro
13265,pena que todos nao participaram  e,Negativo,@jairbolsonaro :(,bolsonaro
13266,amigo infelizmente voce postando essa realidade ainda corre o risco de perder seu tt e diz-se de esta pregando odio!,Negativo,@jairbolsonaro :(,bolsonaro
13267,eai  o que voce acha da nossa ideia de liberar o codigo da urna eletronica pro povo?   explicacao  ... espero que o senhor apoie pois pode ajudar muito ao nosso pais este codigo ser aberto,Positivo,@geraldoalckmin :),alckmin
13268,tem mais material aqui pra campanha de voces contra o bozo. cabe direitinho nos 5 min de tv,Positivo,@geraldoalckmin :),alckmin
13269,"queria tanto q meu  ganhasse  volta em 2022, por favor",Negativo,@guilhermeboulos :(,boulos
13270,falou na transmissao de ontem.,Positivo,@jairbolsonaro :),bolsonaro
13271,"""todos"" nao, apenas os menos favorecidos. o decimo terceiro e um direito nosso! sao horas que foram trabalhadas a mais. ninguem tira esse direito.",Positivo,@jairbolsonaro :),bolsonaro
13272,vou instalar o facebook novamente apenas por sua causa,Positivo,@jairbolsonaro :),bolsonaro
13273,que tal ir a merda?,Positivo,@jairbolsonaro :),bolsonaro
13274,"outra vez... deus te ouca, duda. deus te ouca.",Positivo,@jairbolsonaro :),bolsonaro
13275,nao ser de direita fica em cima. hehe,Positivo,@jairbolsonaro :),bolsonaro
13276,diretamente do japao,Positivo,@jairbolsonaro :),bolsonaro
13277,"deve ser por essas e outras que a luisa nao ""vira"". ela ja fez de tudo pra lancar a carreira... mas ate agora nada. pq saco vazio nao para em pe msm.",Positivo,@jairbolsonaro :),bolsonaro
13278,eu to cantando o jingle do  aqui em casa. espero q fique na cabeca de meus pais.,Positivo,@cirogomes :),ciro
13279,"obrigada pelo apoio, guilherme! no domingo e 5000 para deputada federal e confirma! vamos levar a luta por mais direitos para o congresso",Positivo,@cirogomes :),ciro
13280,pelo menos 30% de nos estamos nesse dilema,Negativo,@marinasilva :(,marina
13281,essa tatica inclusive de falar bem e mal e muito utilizada por famosos como anira,Negativo,@jairbolsonaro :(,bolsonaro
13282,tadinho,Negativo,@jairbolsonaro :(,bolsonaro
13283,qual e essa ponte? nao estou conseguindo identificar,Negativo,@jairbolsonaro :(,bolsonaro
13284,"so tera duas no rj, e em ambas nao poderei ir",Negativo,@jairbolsonaro :(,bolsonaro
13285,"porra, madonna aderiu ao ""elenao""? agora ficou dificil votar em  nao acredito que ela fez isso... madonna naooo",Negativo,@jairbolsonaro :(,bolsonaro
13286,cade o norte irmao? maguou,Negativo,@jairbolsonaro :(,bolsonaro
13287,se esse e o conceito de vizinho pode ser entao. e que nao faz fronteira ne,Positivo,@geraldoalckmin :),alckmin
13288,queria ver o  na esquina democratica mas tenho medo de perder o voo,Negativo,@guilhermeboulos :(,boulos
13289,adoro voce mas me recuso dar audiencia pra esse programa  boa sorte la,Negativo,@guilhermeboulos :(,boulos
13290,nem precisa compartilhar a noticia se espalha pelo ar  ),Positivo,@jairbolsonaro :),bolsonaro
13291,"retificando lucas, meu numero e 1718. ficarei grata pelo seu voto querido!",Positivo,@jairbolsonaro :),bolsonaro
13292,para quem quer acompanhar a live,Positivo,@jairbolsonaro :),bolsonaro
13293,"calma, ja dei uma conversada com ela",Positivo,@jairbolsonaro :),bolsonaro
13294,olha a fraquejada achando que insulta os outros.  patetico,Positivo,@jairbolsonaro :),bolsonaro
13295,va por mim... abracos  ) nao ha mais nenhuma chance de voces vencerem nas urnas.,Positivo,@jairbolsonaro :),bolsonaro
13296,"forca  boa sorte, um grande abraco e brasil  2018",Positivo,@jairbolsonaro :),bolsonaro
13297,"sim mano, uma queimadura grande na minha cadela  ela ta com medo de todo mundo.",Negativo,@jairbolsonaro :(,bolsonaro
13298,"eu nao troco contigo, ja tenho varias dessas tambem.",Positivo,@geraldoalckmin :),alckmin
13299,ficarei sem essa moradia ja que voce nao sera presidente,Positivo,@geraldoalckmin :),alckmin
13300,"ah sim! vc nao faz campanha ,vc so faz atacante !! outra coisa fakenews de tortura ,caso vc nao saiba . meu amigo,na boa ,vc ja perdeu,nao adianta vc tentar derrubar seu futuro presidente,nao vai da certo . aceita que ele sera seu presidente",Positivo,@geraldoalckmin :),alckmin
13301,"me ajuda!! eu queria muito votar em vc! mas tenho receio de ajudar o bolso ir pro 2deg turno, ficaria tao feliz se ele nem tivesse essa chance",Negativo,@guilhermeboulos :(,boulos
13302,230 mil ao vivo ja primeiro turno yay,Positivo,@jairbolsonaro :),bolsonaro
13303,parabens!!! por mais professores e professoras assim!,Positivo,@jairbolsonaro :),bolsonaro
13304,"estou vendo a entrevista do filho do senhor e da sua ex-esposa  interessante  dia 07 e 17, vamos tentar melhor este pais, chega de roubalheira",Positivo,@jairbolsonaro :),bolsonaro
